device_id,timestamp,ax,ay,az,azimuth,pitch,roll,lat,lon,speed
bike_v1,1763574050916,3.27527,6.55054,6.84981,-107.77421,-42.74506,13.70271,22.59427,88.43325,0
bike_v1,1763574050936,1.61369,7.65426,8.31985,-122.06966,-40.78613,25.555,22.59427,88.43325,0
bike_v1,1763574050957,1.95846,5.11162,8.47787,-104.61744,-42.08737,10.97662,22.59427,88.43325,0
bike_v1,1763574050980,2.03028,4.19943,7.53216,-113.14288,-30.43279,13.00762,22.59427,88.43325,0
bike_v1,1763574050996,1.35033,7.17303,2.78206,-118.06474,-28.29446,15.08547,22.59427,88.43325,0
bike_v1,1763574051016,-0.0838,3.00233,13.5847,-111.22079,-66.67805,25.89055,22.59427,88.43325,0
bike_v1,1763574051036,3.73735,6.03578,10.29507,-88.37556,-12.46227,-0.35342,22.59427,88.43325,0
bike_v1,1763574051056,1.72143,6.46195,6.28717,-124.65887,-28.8587,19.95208,22.59427,88.43325,0
bike_v1,1763574051076,1.05824,7.19458,-2.09732,-108.88966,-44.75003,15.31234,22.59427,88.43325,0
bike_v1,1763574051096,0.93613,5.25527,12.95503,-110.41976,-71.91711,26.77397,22.59427,88.43325,0
bike_v1,1763574051116,3.76368,7.49385,8.08522,-100.6265,-22.02826,4.13302,22.59427,88.43325,0
bike_v1,1763574051136,0.83079,6.04775,5.91128,-121.94085,-40.03958,24.96207,22.59427,88.43325,0
bike_v1,1763574051157,-0.01197,6.10761,13.67568,-99.99939,-45.37367,8.00011,22.59427,88.43325,0
bike_v1,1763574051180,4.92248,7.45794,5.50427,-89.88059,-24.0657,-0.05015,22.59427,88.43325,0
bike_v1,1763574051198,-0.0407,6.07648,4.05817,-132.7131,-45.2843,41.80633,22.59427,88.43325,0
bike_v1,1763574051216,1.51553,5.14514,5.47793,-89.41483,-56.26174,-0.57463,22.59427,88.43325,0
bike_v1,1763574051236,0.99599,7.2664,6.93121,-110.1467,-42.15274,15.46468,22.59427,88.43325,0
bike_v1,1763574051255,1.04627,3.85227,13.17529,-100.06705,-46.05994,8.1772,22.59427,88.43325,0
bike_v1,1763574051278,1.91057,5.68144,12.70842,-105.61109,-16.24974,4.5404,22.59427,88.43325,0
bike_v1,1763574051297,2.20506,6.32788,9.30866,-109.72187,-23.84988,8.54977,22.59427,88.43325,0
bike_v1,1763574051315,-0.03352,4.33111,6.22253,-111.70284,-33.48378,13.32673,22.59427,88.43325,0
bike_v1,1763574051336,3.0574,7.0198,7.04374,-89.49244,-34.83896,-0.30863,22.59427,88.43325,0
bike_v1,1763574051355,0.30167,5.38456,8.339,-118.94052,-42.4334,23.46366,22.59427,88.43325,0
bike_v1,1763574051815,2.82995,5.22894,11.13783,-104.30923,-26.74883,6.82278,22.59427,88.43325,0
bike_v1,1763574051835,1.53708,7.25443,3.85466,-120.22887,-24.46637,14.25628,22.59427,88.43325,0
bike_v1,1763574051855,-0.43574,5.88016,4.30717,-109.84744,-60.22871,21.74003,22.59427,88.43325,0
bike_v1,1763574051875,1.13246,5.43484,6.75644,-83.85299,-53.63835,-5.77681,22.59427,88.43325,0
bike_v1,1763574051894,1.37906,5.31513,10.82658,-103.90778,-38.42593,9.51499,22.59427,88.43325,0
bike_v1,1763574051915,2.30322,5.48272,9.3302,-105.61893,-25.966,7.25909,22.59427,88.43325,0
bike_v1,1763574051935,0.77093,3.16035,13.11065,-115.02366,-29.705,13.86661,22.59427,88.43325,0
bike_v1,1763574051955,1.58736,7.75243,9.98861,-103.96721,-13.5302,3.36523,22.59427,88.43325,0
bike_v1,1763574051975,0.87149,7.02938,6.99346,-103.54897,-37.47046,9.02974,22.59427,88.43325,0
bike_v1,1763574051998,2.05422,1.76213,10.18733,-98.9847,-44.92601,7.10329,22.59427,88.43325,0
bike_v1,1763574052016,-0.07901,4.31435,7.59441,-139.83124,-9.62355,11.40054,22.59427,88.43325,0
bike_v1,1763574052035,2.9329,4.5418,10.51294,-88.84637,-29.5994,-0.59606,22.59427,88.43325,0
bike_v1,1763574052055,1.59214,4.64954,6.63673,-124.60294,-22.59364,15.58803,22.59427,88.43325,0
bike_v1,1763574052075,2.74136,6.12437,8.68856,-111.49,-34.26456,13.49026,22.59427,88.43325,0
bike_v1,1763574052097,0.88825,7.96311,-5.64792,-117.31231,-33.90947,17.51121,22.59427,88.43325,0
bike_v1,1763574052116,-0.4956,4.36942,20.40339,-99.34319,-54.32248,8.9377,22.59427,88.43325,0
bike_v1,1763574052135,5.63356,8.69574,9.74679,-83.43143,-12.08395,-1.39145,22.59427,88.43325,0
bike_v1,1763574052154,0.18914,3.19626,7.01022,-128.54919,-37.6833,30.02751,22.59427,88.43325,0
bike_v1,1763574052174,0.90022,5.81791,3.36146,-93.60921,-24.5024,1.54552,22.59427,88.43325,0
bike_v1,1763574052199,3.39737,6.38534,11.61906,-104.231,-59.11475,14.99236,22.59427,88.43325,0
bike_v1,1763574052214,0.7829,3.28006,12.51689,-120.37317,-27.81035,16.29873,22.59427,88.43325,0
bike_v1,1763574052234,1.26653,5.52342,7.41724,-103.72259,-14.6568,3.57906,22.59427,88.43325,0
bike_v1,1763574052254,3.69425,7.58483,5.49709,-104.95397,-36.2805,9.6901,22.59427,88.43325,0
bike_v1,1763574052275,0.34477,3.96959,13.04122,-124.7489,-48.87242,33.90261,22.59427,88.43325,0
bike_v1,1763574052297,1.92973,7.42921,5.92804,-95.11317,-16.92403,1.51435,22.59427,88.43325,0
bike_v1,1763574052314,0.93613,4.79798,5.67665,-109.83131,-49.99829,18.03137,22.59427,88.43325,0
bike_v1,1763574052335,1.31681,5.51863,2.88022,-103.23154,-39.8264,9.36433,22.59427,88.43325,0
bike_v1,1763574052354,1.00796,3.76847,6.99107,-112.21855,-60.14986,24.56942,22.59427,88.43325,0
bike_v1,1763574052734,3.18429,3.59849,16.90546,-74.33233,-31.82919,-8.92741,22.59427,88.43325,0
bike_v1,1763574052753,0.79487,4.92008,11.20726,-132.07773,-11.81482,10.66717,22.59427,88.43325,0
bike_v1,1763574052775,1.7334,8.09001,5.93044,-99.73415,-23.64903,4.05691,22.59427,88.43325,0
bike_v1,1763574052794,-0.63925,5.73411,11.93988,-107.20135,-52.62997,16.29306,22.59427,88.43325,0
